Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,263.25,266.29998779296875,261.25,262.29998779296875,206.56573486328125,10461011
2018-01-02,262.6000061035156,264.20001220703125,260.45001220703125,260.75,205.34510803222656,5688384
2018-01-03,261.29998779296875,262.6499938964844,260.6000061035156,261.1499938964844,205.6600799560547,11018996
2018-01-04,260.95001220703125,262.75,260.6000061035156,261.54998779296875,205.97511291503906,9368913
2018-01-05,261.8999938964844,263.5,261.8999938964844,262.8999938964844,207.03826904296875,9211954
2018-01-08,264.0,266.79998779296875,263.25,265.6000061035156,209.16455078125,14433239
2018-01-09,265.5,272.0,264.75,270.54998779296875,213.062744140625,25737663
2018-01-10,273.45001220703125,274.0,269.04998779296875,269.3999938964844,212.15711975097656,16441299
2018-01-11,269.5,271.0,268.1000061035156,269.79998779296875,212.4721221923828,11287437
2018-01-12,270.25,271.3500061035156,266.1499938964844,267.54998779296875,210.70016479492188,8179762
2018-01-15,268.0,271.1000061035156,267.0,267.6000061035156,210.73959350585938,10538330
2018-01-16,268.20001220703125,268.70001220703125,260.79998779296875,261.70001220703125,206.09326171875,12935712
2018-01-17,262.0,267.0,259.54998779296875,266.04998779296875,209.5189208984375,16375659
2018-01-18,268.0,275.25,266.6499938964844,273.3999938964844,215.30715942382812,26442702
2018-01-19,276.0,277.5,271.1000061035156,274.54998779296875,216.2128143310547,25710521
2018-01-22,275.0,275.5,271.70001220703125,273.6499938964844,215.50405883789062,8339156
2018-01-23,274.0,277.25,273.54998779296875,276.6000061035156,217.82723999023438,18244388
2018-01-24,276.6499938964844,282.0,276.04998779296875,281.45001220703125,221.646728515625,17305234
2018-01-25,281.0,283.20001220703125,278.6000061035156,281.25,221.4891815185547,13124518
2018-01-29,281.1499938964844,283.29998779296875,275.0,275.6499938964844,217.0791015625,9569723
2018-01-30,275.0,276.45001220703125,271.95001220703125,275.20001220703125,216.72470092773438,13057276
2018-01-31,273.8999938964844,276.0,269.8500061035156,271.3999938964844,213.7321319580078,18945945
2018-02-01,272.0,290.29998779296875,267.3999938964844,275.29998779296875,216.803466796875,59362154
2018-02-02,274.3999938964844,285.6499938964844,270.79998779296875,275.3500061035156,216.84286499023438,35008302
2018-02-05,273.54998779296875,281.70001220703125,271.8500061035156,279.25,219.9141387939453,19706340
2018-02-06,269.95001220703125,277.29998779296875,268.1499938964844,273.5,215.3859405517578,15822723
2018-02-07,278.0,278.75,274.0,275.1499938964844,216.68533325195312,12956103
2018-02-08,275.70001220703125,276.8999938964844,272.6499938964844,274.1000061035156,215.8584442138672,9779911
2018-02-09,271.0,272.5,267.79998779296875,271.3500061035156,213.69277954101562,14204123
2018-02-12,272.45001220703125,273.8500061035156,269.29998779296875,269.8500061035156,212.51150512695312,6713679
2018-02-14,270.0,271.0,265.1000061035156,266.5,209.8733367919922,11303222
2018-02-15,266.5,269.8999938964844,264.79998779296875,268.1000061035156,211.1333770751953,11736246
2018-02-16,269.8500061035156,270.75,265.6000061035156,266.45001220703125,209.8339385986328,6164187
2018-02-19,266.0,267.79998779296875,262.5,264.1000061035156,207.98326110839844,6069585
2018-02-20,264.0,265.79998779296875,262.1499938964844,263.25,207.31390380859375,9301017
2018-02-21,264.0,268.95001220703125,263.45001220703125,268.20001220703125,211.2120819091797,10555155
2018-02-22,267.20001220703125,269.0,265.45001220703125,267.1000061035156,210.34584045410156,19118686
2018-02-23,267.45001220703125,270.0,266.1000061035156,269.04998779296875,211.8814697265625,6529253
